"label","id","mRNA","methy"
"ACTN1","node_id_0",12.470499992370605,0.3400000035762787
"ATP2A1","node_id_1",0.8658999800682068,0.4075999855995178
"MAN1B1","node_id_2",10.831299781799316,0.44209998846054077
"NPHP4","node_id_3",8.134699821472168,-0.4185999929904938
"MAEL","node_id_4",0.8658999800682068,0.4832000136375427
"PROX1","node_id_5",1.4032000303268433,0.3671000003814697
"NR5A2","node_id_6",5.653900146484375,0.3513000011444092
"ETV6","node_id_7",10.539199829101562,-0.4020000100135803
"COL6A3","node_id_8",15.079099655151367,0.3806999921798706
"SLMAP","node_id_9",10.211600303649902,-0.43130001425743103
"ITGAD","node_id_10",0.4968999922275543,0.15780000388622284
"SMARCC2","node_id_11",11.406999588012695,-0.41920000314712524
"DNAH17","node_id_12",4.345399856567383,0.4113999903202057
"RFX5","node_id_13",10.734000205993652,-0.45570001006126404
"CASZ1","node_id_14",10.70009994506836,-0.19939999282360077
"MEOX2","node_id_15",5.029699802398682,0.3303000032901764
"ZFP36","node_id_16",11.175800323486328,-0.4636000096797943
"SLC2A9","node_id_17",6.547299861907959,0.34940001368522644
"LOXL4","node_id_18",4.561800003051758,0.45879998803138733
"CSMD2","node_id_19",5.047699928283691,-0.12690000236034393
"EHMT1","node_id_20",10.527600288391113,0.35040000081062317
"MTMR7","node_id_21",5.0192999839782715,0.2646999955177307
"ANKRD11","node_id_22",9.850099563598633,0.41609999537467957
"TDRD6","node_id_23",0.8658999800682068,0.4851999878883362
"WWP2","node_id_24",9.403200149536133,0.3840000033378601
"SERPINB12","node_id_25",0.0,-0.24529999494552612
"SRCAP","node_id_26",12.291099548339844,-0.48350000381469727
"GPHN","node_id_27",7.35260009765625,-0.3750999867916107
"OTOF","node_id_28",1.7939000129699707,0.31139999628067017
"NUP210L","node_id_29",0.0,0.41019999980926514
"MTUS2","node_id_30",0.8658999800682068,-0.4426000118255615
"ZNF362","node_id_31",10.145600318908691,0.37229999899864197
"PTPRF","node_id_32",14.053199768066406,-0.2752000093460083
"PACS2","node_id_33",9.990400314331055,0.4449999928474426
"CACNA1A","node_id_34",3.6454999446868896,-0.0017999999690800905
"SLC6A5","node_id_35",0.0,-0.3260999917984009
"DSTYK","node_id_36",10.263699531555176,-0.48820000886917114
"APAF1","node_id_37",8.761699676513672,-0.48590001463890076
"GFPT2","node_id_38",9.359600067138672,0.23019999265670776
"LRRC4B","node_id_39",2.9983999729156494,-0.47029998898506165
"AEBP1","node_id_40",14.475299835205078,0.448199987411499
"PELI2","node_id_41",6.939300060272217,0.3978999853134155
"DDX18","node_id_42",10.570300102233887,-0.4740999937057495
"CDH8","node_id_43",0.8658999800682068,-0.26969999074935913
"COL4A1","node_id_44",12.51930046081543,0.4733000099658966
"RBM47","node_id_45",11.794599533081055,-0.23180000483989716
"NLRC3","node_id_46",5.988900184631348,0.22139999270439148
"TINAG","node_id_47",0.0,0.22339999675750732
"ARPC2","node_id_48",12.004199981689453,0.4374000132083893
"CABYR","node_id_49",7.348999977111816,-0.3479999899864197
"FBF1","node_id_50",6.748300075531006,0.3873000144958496
"PRKCH","node_id_51",9.123600006103516,-0.3677999973297119
"ST6GALNAC3","node_id_52",5.029699802398682,0.4415000081062317
"TRIM56","node_id_53",7.916299819946289,0.48669999837875366
"CCDC62","node_id_54",0.4968999922275543,-0.4778999984264374
"DYSF","node_id_55",7.6020002365112305,0.23680000007152557
"ASAP2","node_id_56",8.953399658203125,-0.4691999852657318
"CACHD1","node_id_57",6.844399929046631,0.4569000005722046
"ESPN","node_id_58",8.392999649047852,-0.35199999809265137
"KIF3A","node_id_59",9.078300476074219,-0.4814999997615814
"DPH2","node_id_60",9.174799919128418,-0.46050000190734863
"PARP10","node_id_61",10.253499984741211,0.3970000147819519
"STK38","node_id_62",9.632699966430664,0.445499986410141
"ARHGAP15","node_id_63",5.505099773406982,0.38449999690055847
"DNAH11","node_id_64",0.0,-0.12690000236034393
"KIF26A","node_id_65",5.353700160980225,-0.4544999897480011
"ZFHX4","node_id_66",8.710200309753418,0.3127000033855438
"KIDINS220","node_id_67",11.287300109863281,-0.48190000653266907
"CNTNAP2","node_id_68",7.171000003814697,-0.43299999833106995
"THRA","node_id_69",9.407299995422363,-0.34139999747276306
