"label","id","mRNA","methy"
"ACTN1","node_id_0",13.230600357055664,-0.12849999964237213
"ATP2A1","node_id_1",3.9449000358581543,-0.4875999987125397
"MAN1B1","node_id_2",11.381400108337402,-0.4902999997138977
"NPHP4","node_id_3",7.674600124359131,0.42579999566078186
"MAEL","node_id_4",5.071000099182129,0.36890000104904175
"PROX1","node_id_5",2.8784000873565674,0.46470001339912415
"NR5A2","node_id_6",7.204999923706055,0.43130001425743103
"ETV6","node_id_7",10.481900215148926,0.03700000047683716
"COL6A3","node_id_8",12.304800033569336,0.40790000557899475
"SLMAP","node_id_9",9.413800239562988,-0.2303999960422516
"ITGAD","node_id_10",5.071000099182129,0.37529999017715454
"SMARCC2","node_id_11",11.578499794006348,-0.48809999227523804
"DNAH17","node_id_12",3.921299934387207,0.453000009059906
"RFX5","node_id_13",9.641200065612793,0.24609999358654022
"CASZ1","node_id_14",6.3256001472473145,0.24420000612735748
"MEOX2","node_id_15",6.834000110626221,-0.45320001244544983
"ZFP36","node_id_16",12.939399719238281,-0.4862000048160553
"SLC2A9","node_id_17",8.872200012207031,-0.20730000734329224
"LOXL4","node_id_18",8.286800384521484,0.2678000032901764
"CSMD2","node_id_19",4.834400177001953,-0.15469999611377716
"EHMT1","node_id_20",9.360899925231934,0.4357999861240387
"MTMR7","node_id_21",6.804200172424316,0.07410000264644623
"ANKRD11","node_id_22",11.682999610900879,-0.4724999964237213
"TDRD6","node_id_23",3.4809000492095947,0.47429999709129333
"WWP2","node_id_24",10.005200386047363,0.39800000190734863
"SERPINB12","node_id_25",0.0,0.07440000027418137
"SRCAP","node_id_26",11.763699531555176,0.3019999861717224
"GPHN","node_id_27",7.6321001052856445,-0.42309999465942383
"OTOF","node_id_28",2.6047000885009766,0.27309998869895935
"NUP210L","node_id_29",0.5094000101089478,0.3580999970436096
"MTUS2","node_id_30",3.177500009536743,-0.06870000064373016
"ZNF362","node_id_31",9.669300079345703,0.3587999939918518
"PTPRF","node_id_32",13.05519962310791,0.16349999606609344
"PACS2","node_id_33",9.802499771118164,-0.053300000727176666
"CACNA1A","node_id_34",3.9047000408172607,0.11919999867677689
"SLC6A5","node_id_35",0.0,0.18870000541210175
"DSTYK","node_id_36",8.84060001373291,0.16910000145435333
"APAF1","node_id_37",9.08180046081543,-0.4738999903202057
"GFPT2","node_id_38",10.008199691772461,-0.13950000703334808
