"label","id","mRNA","methy"
"ACTN1","node_id_0",11.340999603271484,0.0640999972820282
"NR5A2","node_id_6",7.473299980163574,0.4255000054836273
"COL6A3","node_id_8",9.514900207519531,0.40540000796318054
"ITGAD","node_id_10",4.8643999099731445,0.3416000008583069
"SMARCC2","node_id_11",11.372200012207031,-0.4814000129699707
"LOXL4","node_id_18",8.623600006103516,0.24860000610351562
"EHMT1","node_id_20",9.757399559020996,0.39899998903274536
"MTMR7","node_id_21",5.484300136566162,0.3662000000476837
"CACNA1A","node_id_34",4.4593000411987305,0.10540000349283218
"GFPT2","node_id_38",7.327899932861328,0.1469999998807907
"PELI2","node_id_41",7.309999942779541,0.12330000102519989
"COL4A1","node_id_44",14.080599784851074,0.3750999867916107
"ARPC2","node_id_48",12.067099571228027,0.272599995136261
"FBF1","node_id_50",6.223700046539307,-0.4724999964237213
"PRKCH","node_id_51",10.23960018157959,0.22450000047683716
"TRIM56","node_id_53",9.422100067138672,0.3752000033855438
"ASAP2","node_id_56",10.100799560546875,-0.20229999721050262
"KIF3A","node_id_59",8.562899589538574,-0.4724999964237213
"ARHGAP15","node_id_63",7.987400054931641,0.08349999785423279
"KIF26A","node_id_65",7.320799827575684,-0.36230000853538513
"THRA","node_id_69",9.746700286865234,-0.18410000205039978
"PTK2B","node_id_71",9.713800430297852,-0.011699999682605267
"ESCO1","node_id_72",8.61340045928955,-0.45649999380111694
"SPTBN4","node_id_77",3.815000057220459,-0.31200000643730164
"RNF111","node_id_79",9.653300285339355,-0.4311000108718872
"IGF2R","node_id_80",12.340200424194336,0.4584999978542328
"MAPK4","node_id_81",0.8418999910354614,-0.3921999931335449
"NRCAM","node_id_82",10.288399696350098,0.06469999998807907
"PLXNC1","node_id_84",8.95259952545166,-0.3160000145435333
"UBR1","node_id_88",9.644800186157227,-0.15360000729560852
"GBF1","node_id_89",10.957300186157227,-0.04619999974966049
"DOCK1","node_id_93",10.938799858093262,0.3752000033855438
"CRHR1","node_id_98",0.0,0.09359999746084213
"HTR1D","node_id_99",1.3701000213623047,0.326200008392334
"RNF220","node_id_100",10.040399551391602,-0.39419999718666077
"LRPPRC","node_id_101",11.67959976196289,-0.4717000126838684
"ABR","node_id_107",11.20989990234375,0.054999999701976776
"ALDOA","node_id_111",15.512399673461914,-0.24860000610351562
"ANK3","node_id_112",10.93529987335205,-0.014800000004470348
"NCAPD2","node_id_114",9.963800430297852,0.3734999895095825
"DCC","node_id_117",0.4814999997615814,0.29679998755455017
"CD2","node_id_118",9.472100257873535,0.35920000076293945
"THBS1","node_id_120",13.217300415039062,-0.019300000742077827
"GABBR1","node_id_122",7.536300182342529,0.4320000112056732
"MTSS1","node_id_124",10.241999626159668,-0.17270000278949738
"NCOA7","node_id_125",9.875900268554688,0.39100000262260437
"ARHGEF4","node_id_128",2.0599000453948975,-0.032099999487400055
"EHMT2","node_id_129",10.183199882507324,0.4124000072479248
"HIP1","node_id_132",10.586700439453125,0.43140000104904175
"ARHGEF10","node_id_140",10.854299545288086,-0.1451999992132187
"BRCA2","node_id_144",6.638800144195557,0.3190999925136566
"USP4","node_id_149",10.533699989318848,-0.47049999237060547
"CROT","node_id_152",8.544699668884277,-0.1671999990940094
"ATP11A","node_id_155",13.732999801635742,-0.11739999800920486
"UGP2","node_id_156",11.204500198364258,0.4309000074863434
"ACTA1","node_id_158",1.1299999952316284,-0.3028999865055084
"PUM1","node_id_160",11.056699752807617,-0.0272000003606081
"ADCY9","node_id_161",10.884499549865723,-0.2168000042438507
"KIF26B","node_id_162",6.3333001136779785,-0.36559998989105225
"GRIN2A","node_id_163",7.067399978637695,-0.33889999985694885
"RBM45","node_id_165",6.895599842071533,-0.4043999910354614
"PIK3CB","node_id_170",10.977299690246582,0.36070001125335693
"FBXO31","node_id_172",9.001399993896484,0.328900009393692
"EXOC4","node_id_173",10.318300247192383,-0.47209998965263367
"CREBBP","node_id_174",11.115099906921387,-0.20080000162124634
"TAX1BP1","node_id_176",11.32040023803711,-0.45890000462532043
"ARHGEF11","node_id_181",9.88860034942627,0.3903000056743622
"SYNE1","node_id_183",12.511300086975098,-0.44350001215934753
"PEX1","node_id_186",9.058199882507324,-0.474700003862381
"COG1","node_id_187",9.747599601745605,-0.47679999470710754
"KCNAB2","node_id_188",9.207799911499023,-0.11559999734163284
"COL12A1","node_id_189",9.817500114440918,-0.04479999840259552
"EPHA7","node_id_190",10.430999755859375,-0.3474000096321106
"RBL1","node_id_193",7.4008002281188965,-0.3984000086784363
"ARHGAP30","node_id_194",10.48270034790039,0.031599998474121094
"PLOD3","node_id_197",11.605199813842773,-0.11069999635219574
"COL20A1","node_id_198",0.0,-0.37279999256134033
