"label","id","mRNA","methy"
"ACTN1","node_id_0",12.430800437927246,0.2012999951839447
"NR5A2","node_id_6",5.080699920654297,0.30649998784065247
"COL6A3","node_id_8",14.258399963378906,0.1881999969482422
"ITGAD","node_id_10",2.295599937438965,0.14390000700950623
"SMARCC2","node_id_11",10.937899589538574,-0.4341000020503998
"LOXL4","node_id_18",4.541299819946289,0.45080000162124634
"EHMT1","node_id_20",10.652700424194336,0.23880000412464142
"MTMR7","node_id_21",7.239699840545654,-0.29030001163482666
"CACNA1A","node_id_34",3.914099931716919,-0.40779998898506165
"GFPT2","node_id_38",7.652299880981445,0.27799999713897705
"PELI2","node_id_41",5.8983001708984375,-0.3443000018596649
"COL4A1","node_id_44",12.900899887084961,0.46549999713897705
"ARPC2","node_id_48",12.218600273132324,0.20589999854564667
"FBF1","node_id_50",6.719799995422363,0.3912999927997589
"PRKCH","node_id_51",9.33650016784668,-0.4027000069618225
"TRIM56","node_id_53",8.604499816894531,0.4796000123023987
"ASAP2","node_id_56",9.935999870300293,-0.4618000090122223
"KIF3A","node_id_59",9.753999710083008,-0.48179998993873596
"ARHGAP15","node_id_63",5.129899978637695,-0.0430000014603138
"KIF26A","node_id_65",5.780099868774414,-0.42980000376701355
"THRA","node_id_69",9.606599807739258,-0.2689000070095062
"PTK2B","node_id_71",9.213600158691406,-0.4138000011444092
"ESCO1","node_id_72",9.05090045928955,-0.38089999556541443
"SPTBN4","node_id_77",7.000699996948242,-0.41600000858306885
"RNF111","node_id_79",9.53279972076416,-0.46560001373291016
"IGF2R","node_id_80",12.193699836730957,0.28610000014305115
"MAPK4","node_id_81",0.8334000110626221,-0.4747999906539917
"NRCAM","node_id_82",4.657599925994873,-0.45579999685287476
"PLXNC1","node_id_84",7.841300010681152,0.4041999876499176
"UBR1","node_id_88",10.002400398254395,-0.47510001063346863
"GBF1","node_id_89",10.94480037689209,-0.08709999918937683
"DOCK1","node_id_93",10.511099815368652,0.39800000190734863
"CRHR1","node_id_98",1.648300051689148,-0.290800005197525
"HTR1D","node_id_99",2.295599937438965,-0.07339999824762344
"RNF220","node_id_100",9.450599670410156,0.3027999997138977
"LRPPRC","node_id_101",12.405699729919434,-0.4918000102043152
"ABR","node_id_107",11.14780044555664,-0.47870001196861267
"ALDOA","node_id_111",15.552200317382812,-0.1817999929189682
"ANK3","node_id_112",10.271100044250488,-0.04910000041127205
"NCAPD2","node_id_114",10.527199745178223,-0.435699999332428
"DCC","node_id_117",1.563099980354309,-0.289900004863739
"CD2","node_id_118",7.005099773406982,0.37400001287460327
"THBS1","node_id_120",12.316300392150879,0.11289999634027481
"GABBR1","node_id_122",6.792600154876709,-0.45100000500679016
"MTSS1","node_id_124",9.723600387573242,-0.19259999692440033
"NCOA7","node_id_125",9.171199798583984,-0.4634999930858612
"ARHGEF4","node_id_128",4.785900115966797,0.39660000801086426
"EHMT2","node_id_129",11.02649974822998,0.40959998965263367
"HIP1","node_id_132",11.046699523925781,-0.43709999322891235
"ARHGEF10","node_id_140",7.901500225067139,0.20069999992847443
"BRCA2","node_id_144",7.330100059509277,-0.49000000953674316
"USP4","node_id_149",10.827099800109863,-0.4765999913215637
"CROT","node_id_152",8.957500457763672,-0.015399999916553497
"ATP11A","node_id_155",7.93179988861084,-0.45019999146461487
"UGP2","node_id_156",11.047200202941895,0.42260000109672546
"ACTA1","node_id_158",3.3208000659942627,-0.3896999955177307
"PUM1","node_id_160",11.42080020904541,-0.46709999442100525
"ADCY9","node_id_161",12.521200180053711,-0.17739999294281006
"KIF26B","node_id_162",8.029999732971191,-0.4731000065803528
"GRIN2A","node_id_163",3.5785999298095703,-0.47269999980926514
"RBM45","node_id_165",7.715400218963623,-0.006500000134110451
"PIK3CB","node_id_170",10.42959976196289,0.3172000050544739
"FBXO31","node_id_172",9.891599655151367,0.28630000352859497
"EXOC4","node_id_173",10.870499610900879,-0.30399999022483826
"CREBBP","node_id_174",13.012999534606934,-0.476500004529953
"TAX1BP1","node_id_176",11.410699844360352,-0.4803999960422516
"ARHGEF11","node_id_181",10.518400192260742,-0.36070001125335693
"SYNE1","node_id_183",10.32129955291748,0.2076999992132187
"PEX1","node_id_186",9.791999816894531,-0.4796000123023987
"COG1","node_id_187",9.538700103759766,-0.09690000116825104
"KCNAB2","node_id_188",6.905099868774414,0.16189999878406525
"COL12A1","node_id_189",12.301300048828125,0.15289999544620514
"EPHA7","node_id_190",3.0752999782562256,-0.4553999900817871
"RBL1","node_id_193",8.353400230407715,0.15129999816417694
"ARHGAP30","node_id_194",7.884900093078613,0.2793999910354614
"PLOD3","node_id_197",11.055500030517578,0.42879998683929443
"COL20A1","node_id_198",0.0,0.18860000371932983
"PDE4B","node_id_200",9.368399620056152,-0.2012999951839447
"LRP6","node_id_201",10.210000038146973,-0.2685000002384186
"CBX2","node_id_203",6.293000221252441,-0.3479999899864197
"PRDM16","node_id_208",3.670099973678589,0.007600000128149986
"SMURF2","node_id_211",8.690299987792969,-0.29030001163482666
"PRKCA","node_id_212",6.608399868011475,0.25
"PSMD4","node_id_218",11.615500450134277,-0.47929999232292175
"RASA3","node_id_225",7.865600109100342,0.2791000008583069
"PTPRE","node_id_227",7.638199806213379,-0.2615000009536743
"GPSM1","node_id_230",8.336099624633789,0.40450000762939453
"ARHGAP21","node_id_231",9.472100257873535,-0.011699999682605267
"GRM7","node_id_232",1.563099980354309,-0.41130000352859497
"KSR2","node_id_233",3.914099931716919,-0.3865000009536743
"SLCO4C1","node_id_234",3.986999988555908,-0.459199994802475
"PCBP2","node_id_235",14.1318998336792,-0.4864000082015991
"COL7A1","node_id_236",5.935699939727783,0.2840000092983246
"KIAA1549","node_id_238",9.456899642944336,-0.46299999952316284
"TRPC3","node_id_239",2.6946001052856445,-0.0010000000474974513
"RYR2","node_id_240",1.1196000576019287,-0.1340000033378601
"RNF213","node_id_251",12.452899932861328,-0.2563999891281128
"RB1","node_id_256",10.988200187683105,-0.4740000069141388
"COL1A1","node_id_257",16.23240089416504,0.4724000096321106
"PAX6","node_id_258",5.582399845123291,-0.2635999917984009
"KCNS3","node_id_259",8.185400009155273,-0.24650000035762787
"LEO1","node_id_261",9.833399772644043,-0.47429999709129333
"SQSTM1","node_id_265",12.527899742126465,0.09589999914169312
"CDK12","node_id_266",11.092100143432617,-0.4754999876022339
"ITGA2B","node_id_267",2.6047000885009766,0.4154999852180481
"PLXNB2","node_id_268",13.162300109863281,-0.1800999939441681
"KDM1A","node_id_269",11.009400367736816,0.30480000376701355
"FGR","node_id_275",5.8105998039245605,0.38019999861717224
"CHD3","node_id_280",11.994099617004395,-0.313400000333786
"HEY2","node_id_281",8.650099754333496,-0.3555000126361847
"EPC2","node_id_283",8.919599533081055,-0.48170000314712524
"ATP6V1B1","node_id_287",8.049300193786621,0.055399999022483826
"HERC1","node_id_290",10.406900405883789,-0.46880000829696655
"GLI2","node_id_292",5.012499809265137,0.34299999475479126
"ARAP3","node_id_296",7.155099868774414,0.08839999884366989
"GRM4","node_id_300",5.097300052642822,-0.13449999690055847
"RHOBTB2","node_id_303",9.128899574279785,-0.3634999990463257
