"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.42845294702828696,0.1574902626041591,0.9924003824594021,0.5333703590778188
"node_id_0","node_id_3","edge_id_1",0.12343010480518035,0.7090957398238177,0.3339879740392193,0.7424099176507556
"node_id_0","node_id_4","edge_id_2",0.3898480159233155,0.21327898165933923,0.3886614316557129,0.32296973285274344
"node_id_0","node_id_5","edge_id_3",0.3999031190043907,0.9939692180817639,0.027784773568966803,0.19881988783222482
"node_id_0","node_id_6","edge_id_4",0.5694609597072217,0.16415631893811156,0.06898759847238178,0.4204031254315149
"node_id_0","node_id_8","edge_id_5",0.6876164284381724,0.47058824121713205,0.3412686418723293,0.6193426109160551
"node_id_1","node_id_2","edge_id_6",0.05189606006646097,0.3744196728241771,0.304721256870377,0.6086921942327607
"node_id_1","node_id_3","edge_id_7",0.4173731431031267,0.6265952885383042,0.21700672971841406,0.6548352047093918
"node_id_1","node_id_5","edge_id_8",0.8487549437002031,0.859915374326264,0.9775381290059894,0.14112005905149982
"node_id_1","node_id_6","edge_id_9",0.8515747862837602,0.5664189311400349,0.6919584481245937,0.031339314953703235
"node_id_1","node_id_7","edge_id_10",0.8653591386687627,0.9508974741389454,0.8626386850063676,0.12236156927210928
"node_id_2","node_id_0","edge_id_11",0.7930859074429905,0.9668574635916767,0.04189155899680841,0.9761303480617334
"node_id_2","node_id_1","edge_id_12",0.3831879570470692,0.23902361211070522,0.6237577847451453,0.9330219083477995
"node_id_3","node_id_0","edge_id_13",0.9907810577593336,0.06875123238708891,0.9512061959093144,0.3720975012198636
"node_id_3","node_id_1","edge_id_14",0.8515845399853134,0.7754431588687976,0.046272659337217914,0.5022079950248733
"node_id_3","node_id_4","edge_id_15",0.04057850925696316,0.8368244109225007,0.6120261556464334,0.332548712474536
"node_id_3","node_id_7","edge_id_16",0.5768551469740376,0.658919123682825,0.9615683191281521,0.00771166471868745
"node_id_3","node_id_9","edge_id_17",0.12754501945526697,0.0967285534071437,0.7443774773159919,0.5125905783307164
"node_id_4","node_id_0","edge_id_18",0.9077560957336915,0.7208385217937362,0.9014030839791211,0.7376061658594687
"node_id_4","node_id_3","edge_id_19",0.8397868467859392,0.48805409725543136,0.6254397566649829,0.6027716313418416
"node_id_4","node_id_8","edge_id_20",0.6445424442759797,0.08264754858377299,0.4950626159160011,0.5483169387762902
"node_id_4","node_id_9","edge_id_21",0.44205933318351776,0.9460650094440242,0.0815912507420381,0.11564991525819723
"node_id_5","node_id_0","edge_id_22",0.09974902413281772,0.5382094298313799,0.4116026194920537,0.33191882627747116
"node_id_5","node_id_1","edge_id_23",0.6866898958465285,0.026929252744012033,0.27794754050206816,0.6911600636210284
"node_id_6","node_id_0","edge_id_24",0.22559034493313435,0.14668464564321393,0.7896633871630966,0.26279114840216866
"node_id_6","node_id_1","edge_id_25",0.9755806616916489,0.6958913224899632,0.9408570176640573,0.4897035346296308
"node_id_7","node_id_1","edge_id_26",0.3708938607547341,0.4624096607764535,0.9669812739739161,0.41896138353504475
"node_id_7","node_id_3","edge_id_27",0.025185232845737482,0.5973764793006356,0.7773151732788952,0.6926287427689508
"node_id_8","node_id_0","edge_id_28",0.37832779317540444,0.42905746310939086,0.16624621589093935,0.3159524112640618
"node_id_8","node_id_4","edge_id_29",0.6630222256305601,0.0705465884110319,0.8500541445211562,0.09981885556964665
"node_id_9","node_id_3","edge_id_30",0.27499212881852597,0.3281647251837224,0.0912560522188931,0.3346386385910354
"node_id_9","node_id_4","edge_id_31",0.6579131949123579,0.9627885436352289,0.01685513819937401,0.7131608435172865
