"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.4958191456341746,0.08028656789507216,0.3003780920362342,0.6604393936992533,0.11186956931211445
"node_label_1","node_id_1",0.9138391457177661,0.464574977513484,0.3925928759019476,0.5249921351153375,0.9825541031785275
"node_label_2","node_id_2",0.039556070668610666,0.9269165398108187,0.18328053506616837,0.3624718433400699,0.39936666391571096
"node_label_3","node_id_3",0.349213546458496,0.4707206373726799,0.18878709968373486,0.14214751037042628,0.6708700762082374
"node_label_4","node_id_4",0.8209727723575615,0.30144515205517897,0.9611307994447325,0.9861535475255285,0.924884323381689
"node_label_5","node_id_5",0.9002069656961532,0.5646662547488481,0.5247855277114113,0.004729152959311644,0.4579841368529842
"node_label_6","node_id_6",0.2741488746906402,0.4206824358736998,0.5342788161542319,0.4441939565592876,0.33983382111865224
"node_label_7","node_id_7",0.3494554010360714,0.43114320328372135,0.44892005115442934,0.8174505962729551,0.2976207124606809
"node_label_8","node_id_8",0.16838061059562326,0.8309925341693115,0.766771553327389,0.13572247886964206,0.2707012545977069
"node_label_9","node_id_9",0.5949937891067418,0.6088959456846579,0.15278427066171874,0.07316558546920515,0.3145948761310019
