"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.451551813264382,0.07200607319442831,0.27681389482431107,0.7086728701343508,0.2808896806907555
"node_label_1","node_id_1",0.6915242699045158,0.22562556797326438,0.4534802579323065,0.5029988683473575,0.8099014426383797
"node_label_2","node_id_2",0.17985756048568724,0.5103226151757444,0.5606692291541984,0.01664986941690827,0.37635065310478955
"node_label_3","node_id_3",0.6583440711250311,0.7980541937720113,0.12338288630797556,0.7119924571127129,0.6114164979063694
"node_label_4","node_id_4",0.7199604500141589,0.6251786514269849,0.5065539695662399,0.25533102191147394,0.1700238639257834
"node_label_5","node_id_5",0.15963410308372594,0.5509424918074382,0.46365122849953677,0.31235092909859596,0.6716744061417346
"node_label_6","node_id_6",0.08045922491867019,0.03947878715747466,0.11303589319066365,0.4178415844800081,0.7157072760570601
"node_label_7","node_id_7",0.8098306768117669,0.7792042174385653,0.9490597462710947,0.07584802504368282,0.6656301719812379
"node_label_8","node_id_8",0.6646741648875025,0.5870510338282913,0.7977852982141493,0.28871112641455654,0.36236885131227314
"node_label_9","node_id_9",0.35973372243370894,0.5992584035892333,0.6107071087253769,0.32602891471111095,0.38399855856120724
