"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.8283585388127861,0.8836607242712913,0.9699556294253554,0.48559925505253865,0.9640226285476071
"node_label_1","node_id_1",0.20870942125905634,0.720655815481771,0.21566840328061876,0.04849635212944203,0.8545849820971105
"node_label_2","node_id_2",0.9023856043770433,0.6618182247111076,0.10673501934716845,0.12411582955404565,0.7152334407427401
"node_label_3","node_id_3",0.710861221714184,0.4057929642457977,0.10594055263361435,0.8237429904545557,0.06677217719749362
"node_label_4","node_id_4",0.4307382813623556,0.3570890994065592,0.31587749544174604,0.35963964476353305,0.8443444581464694
"node_label_5","node_id_5",0.0037647454464624364,0.2574901682210451,0.5375227453889353,0.9408763231265828,0.5969921470680231
"node_label_6","node_id_6",0.5896075796398025,0.17776843005055787,0.28419034802048104,0.2789732433890696,0.7091014038169368
"node_label_7","node_id_7",0.4502155681232005,0.9786099866656017,0.6878150631515577,0.041037480371955315,0.7606312604369517
"node_label_8","node_id_8",0.47873955810237256,0.9165574538864306,0.3128543739975356,0.7662872801609427,0.2501324611476461
"node_label_9","node_id_9",0.15819006214251363,0.9920383456511779,0.9076280630663199,0.6530631053969368,0.4866995054720844
