"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.3806759832326915,0.4001863285081072,0.08448424575703628,0.5739357487698397
"node_id_0","node_id_3","edge_id_1",0.5687863688003524,0.6030534269191486,0.31823472020436394,0.6177336063826074
"node_id_0","node_id_4","edge_id_2",0.2918875077696056,0.7359203356317948,0.4926994014853079,0.22451549871802057
"node_id_0","node_id_5","edge_id_3",0.9720017488276333,0.4579779332676328,0.20822117850603694,0.951326155284465
"node_id_0","node_id_8","edge_id_4",0.8433657949986886,0.5071105924548135,0.46778407077437,0.03405740376845545
"node_id_1","node_id_2","edge_id_5",0.36838373952955594,0.6731684562039977,0.7123750858129736,0.4161788023677927
"node_id_1","node_id_3","edge_id_6",0.06906376659764035,0.20862899368157328,0.35044416449830385,0.6807859907032685
"node_id_1","node_id_5","edge_id_7",0.5818867493960108,0.7631740963829515,0.8241199720207546,0.4120084227691637
"node_id_1","node_id_7","edge_id_8",0.5616588566553675,0.30927145283433,0.27017865108271233,0.25667741436346103
"node_id_1","node_id_9","edge_id_9",0.692327751752293,0.5040809933552233,0.11893581453121893,0.6799940741381544
"node_id_2","node_id_0","edge_id_10",0.02559824163854807,0.9624951729775235,0.42948525154141404,0.6565498248068562
"node_id_2","node_id_1","edge_id_11",0.3145375854170134,0.8471663406776002,0.35194727920260604,0.4009766556285018
"node_id_2","node_id_4","edge_id_12",0.4832192073220739,0.4736249082970653,0.06319829820326484,0.156311688892535
"node_id_3","node_id_0","edge_id_13",0.8420762840699446,0.1901388746446122,0.612823419523979,0.19820137432508633
"node_id_3","node_id_1","edge_id_14",0.6207035550252035,0.2086901846344733,0.8611139681265839,0.5039741365319036
"node_id_3","node_id_6","edge_id_15",0.2796779734054934,0.30372204990004503,0.24924543924181808,0.25553008890513607
"node_id_4","node_id_0","edge_id_16",0.7692163097248526,0.560676108573173,0.145469822471885,0.9786190532730266
"node_id_4","node_id_2","edge_id_17",0.8870619906987511,0.058586539744143185,0.5228505853488764,0.2654158352925614
"node_id_5","node_id_0","edge_id_18",0.7399753645463968,0.3631093858204337,0.15819239624179326,0.5475259570275155
"node_id_5","node_id_1","edge_id_19",0.5103311640328962,0.1685422749415575,0.17674979437434157,0.10574263911227866
"node_id_5","node_id_6","edge_id_20",0.44024520648090604,0.07330338023611338,0.4992695030146407,0.8970153193733289
"node_id_5","node_id_9","edge_id_21",0.7317774492749785,0.18807222427680603,0.5490875704539703,0.43786349862757046
"node_id_6","node_id_3","edge_id_22",0.8084482948959328,0.05424122551849864,0.25552731259838923,0.8062951885605049
"node_id_6","node_id_5","edge_id_23",0.9884290352839488,0.6021442003463603,0.9964871219884643,0.020442760662347736
"node_id_6","node_id_7","edge_id_24",0.06249102070522827,0.2440381807447437,0.5307266116842562,0.5505135459238011
"node_id_7","node_id_1","edge_id_25",0.8077787191762341,0.8621331327140365,0.28577067222499686,0.7746249233670642
"node_id_7","node_id_6","edge_id_26",0.284535039958839,0.4113380219159549,0.5812351036500341,0.8091248536306187
"node_id_7","node_id_8","edge_id_27",0.5098671985590749,0.14501933650040988,0.04794226535547019,0.4336667359940096
"node_id_8","node_id_0","edge_id_28",0.7536886861897412,0.33061822361483295,0.8268894660028033,0.9944522917019396
"node_id_8","node_id_7","edge_id_29",0.4862346673738469,0.35365142704513286,0.7996879943298828,0.11174589266618351
"node_id_9","node_id_1","edge_id_30",0.021034981414294718,0.13533584977955493,0.8411035984215726,0.2926570163075376
"node_id_9","node_id_5","edge_id_31",0.9971704863695483,0.8469650861550234,0.6819950389006892,0.9906243981042789
