"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.8782164877068976,0.06935142329083233,0.3963185756778923,0.7810471986570949,0.9050454758337192
"node_label_1","node_id_1",0.005634471148148967,0.5697033481821163,0.1393371608735844,0.24403347087186056,0.29424581534050875
"node_label_2","node_id_2",0.3215263066944596,0.2923193732317675,0.27180127444819746,0.2549675044269494,0.6919348927736749
"node_label_3","node_id_3",0.2925500501072511,0.32255192976923064,0.06553341411311797,0.4349452322427795,0.7885823021402117
"node_label_4","node_id_4",0.527116114978405,0.19269897029240335,0.7250377160662491,0.9784055492199324,0.8144030419476267
"node_label_5","node_id_5",0.6495392058865636,0.3830241685235477,0.48829686001012995,0.1893781600103206,0.9278833287261284
"node_label_6","node_id_6",0.8957512091530134,0.07513840842913622,0.6068457775606632,0.3525174396943932,0.5487763705304889
"node_label_7","node_id_7",0.9359184971567586,0.23616848666965817,0.8504458421501044,0.4804396676321999,0.7304997749601698
"node_label_8","node_id_8",0.5722504716116493,0.6598455892506132,0.6939609519939794,0.2768423654640281,0.14182719663707088
"node_label_9","node_id_9",0.45679187353143735,0.42580643170796084,0.7574942615010789,0.12217010361948166,0.4890994827502795
