"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.40311479147143736,0.24411494170764858,0.6581200167313571,0.8972419075159569,0.8339670462159644
"node_label_1","node_id_1",0.12245814325686732,0.928052446699061,0.18736681692180202,0.8181138090208401,0.6951061772117295
"node_label_2","node_id_2",0.49182110916374966,0.8134317302627089,0.12481219421629486,0.5236393484041197,0.9937941246903362
"node_label_3","node_id_3",0.09749034569294524,0.9112610331627099,0.544896868685664,0.7409089736663285,0.5324442071734377
"node_label_4","node_id_4",0.265228412116309,0.006960237473217279,0.0567697426510716,0.7340729997162676,0.6382581837855598
"node_label_5","node_id_5",0.6401098818524754,0.09267969799957798,0.602521733007653,0.7280976415473873,0.8267799328128935
"node_label_6","node_id_6",0.7447386048230021,0.9175719227527532,0.6676691580163601,0.5410989111688527,0.835071510009477
"node_label_7","node_id_7",0.1201451083312507,0.4951335342972597,0.6760982450074072,0.048722646219713894,0.7238628056209921
"node_label_8","node_id_8",0.3647368188068886,0.5881948894210418,0.2537373838390802,0.9473707035324025,0.7220277844938001
"node_label_9","node_id_9",0.8418872370093706,0.8501163593824251,0.19977228140581338,0.22195833624621608,0.8382908854192458
