"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.4311984998148436,0.906664515417788,0.47331687425922453,0.5157839479653148,0.7160375217962244
"node_label_1","node_id_1",0.864846433317351,0.179503542770323,0.02967830882557243,0.033833340203994644,0.1995048439341689
"node_label_2","node_id_2",0.6762473939069664,0.8604063729641347,0.2343275979829521,0.8407830022109598,0.09174893762753222
"node_label_3","node_id_3",0.30353324028000617,0.2954992896484181,0.81223459960305,0.6907569356783683,0.2576204156666829
"node_label_4","node_id_4",0.4964851831324727,0.8318197781568433,0.933585966958946,0.3824356128847326,0.5068278736355435
"node_label_5","node_id_5",0.1748866844041559,0.4675295087596738,0.5796811474831289,0.08272082156067528,0.3234239167257493
"node_label_6","node_id_6",0.5463512816886097,0.8571332645316451,0.6976176862928114,0.5813332065477828,0.979782211638371
"node_label_7","node_id_7",0.3360224560347793,0.8310274976978835,0.11625320087792468,0.7564956001023891,0.7917756696750265
"node_label_8","node_id_8",0.6968774319038825,0.5395244037096624,0.22712970772368835,0.14892634052473153,0.013836224106004602
"node_label_9","node_id_9",0.19959362956466953,0.43991241271126025,0.3892880499276955,0.8381702258611081,0.5842396083904421
