"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.20160852664538886,0.40167271103829016,0.7971564683287699,0.2213064112187202
"node_id_0","node_id_3","edge_id_1",0.17486999316125262,0.6622241459082565,0.3703871469965736,0.7471248834274703
"node_id_0","node_id_5","edge_id_2",0.9973053697890046,0.019145047632819212,0.4373826744209174,0.712791368936384
"node_id_0","node_id_7","edge_id_3",0.9104014794650472,0.6731321243884469,0.1993897835369075,0.5176732505584082
"node_id_1","node_id_2","edge_id_4",0.9856136081825804,0.31411129436099294,0.9761194236616296,0.9875139023226003
"node_id_1","node_id_9","edge_id_5",0.9409361502664326,0.13013544586861825,0.014389678482189305,0.9733527375026143
"node_id_2","node_id_0","edge_id_6",0.18632417881881624,0.25974308446401484,0.3885283220767203,0.6051821476496194
"node_id_2","node_id_1","edge_id_7",0.4149565265884336,0.26122790176226296,0.7479580518863701,0.9867245050991392
"node_id_2","node_id_3","edge_id_8",0.9596141422182491,0.4300312336308252,0.842326142105396,0.4903305940517674
"node_id_2","node_id_4","edge_id_9",0.3278149596543928,0.1304234467203822,0.9920319971292927,0.6913212935984667
"node_id_2","node_id_6","edge_id_10",0.32523227119509746,0.39878964170560527,0.29021775906287495,0.5656501356998966
"node_id_2","node_id_7","edge_id_11",0.6249753720480391,0.33391972685769855,0.6241212841169909,0.13463175926413518
"node_id_2","node_id_8","edge_id_12",0.11386800839116096,0.10051456471268361,0.8233650580938661,0.1995562376363913
"node_id_2","node_id_9","edge_id_13",0.11550884042218013,0.5373956727344679,0.5748790572121465,0.169390334097394
"node_id_3","node_id_0","edge_id_14",0.4635863688621308,0.33850743289189433,0.12654148620602768,0.8544932658150017
"node_id_3","node_id_2","edge_id_15",0.02609844387259108,0.7766105946629029,0.6560454674927234,0.2902958366803211
"node_id_3","node_id_4","edge_id_16",0.23368998747836356,0.04194067017026293,0.47534427954823566,0.36258424050235916
"node_id_3","node_id_5","edge_id_17",0.8694437924100342,0.5418954961522243,0.25389808912886125,0.9309532713604103
"node_id_3","node_id_6","edge_id_18",0.941487830200749,0.30297065144552227,0.5191463534230208,0.6254230393261311
"node_id_4","node_id_2","edge_id_19",0.8203535676296569,0.8823453008570666,0.020968616802178097,0.24823481554691618
"node_id_4","node_id_3","edge_id_20",0.22970059431107648,0.7093160009184802,0.008933541023455782,0.426359834170538
"node_id_5","node_id_0","edge_id_21",0.4487453463355342,0.6242069779079229,0.15930615495646894,0.07840595858454691
"node_id_5","node_id_3","edge_id_22",0.9925879008919943,0.5803399520546348,0.6556139084728293,0.42323037287426835
"node_id_5","node_id_8","edge_id_23",0.15513273940243777,0.6526373934767068,0.9325842178530249,0.25276453145722255
"node_id_6","node_id_2","edge_id_24",0.4925279870762449,0.9986201286470412,0.07072341292636808,0.09504188033968508
"node_id_6","node_id_3","edge_id_25",0.636917415508445,0.008547418544469942,0.8767930758722172,0.21894920342921265
"node_id_7","node_id_0","edge_id_26",0.5066572887054204,0.26377021125144484,0.6899902935579827,0.7711632509837573
"node_id_7","node_id_2","edge_id_27",0.9070149754821598,0.6079106884559659,0.8751536766195267,0.06963753778233106
"node_id_8","node_id_2","edge_id_28",0.19213671896627416,0.3369556915473563,0.5700267253937524,0.7710267590300025
"node_id_8","node_id_5","edge_id_29",0.6902429093329029,0.6915014432559333,0.7099728394715551,0.0822341352210122
"node_id_9","node_id_1","edge_id_30",0.1735524312392055,0.6190537453372164,0.716523547829098,0.8043698885822308
"node_id_9","node_id_2","edge_id_31",0.6252204992895356,0.40187677812948586,0.7839451204678101,0.5914939840739177
