"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.21358175147895608,0.8781539412298396,0.9264551912209638,0.6490286091498653,0.259438879541831
"node_label_1","node_id_1",0.1192012454482787,0.10767544256145412,0.09725342190489317,0.02884453441691981,0.011114349713214233
"node_label_2","node_id_2",0.44050770735730893,0.7209220483362931,0.18673766117334856,0.29191254748916406,0.7772193709262686
"node_label_3","node_id_3",0.43173899070234967,0.8499576603510693,0.4461933751184526,0.6220614493888289,0.11817878759431322
"node_label_4","node_id_4",0.4240624427312131,0.2064529459451684,0.6685897945605362,0.7836075028455226,0.8116462365718705
"node_label_5","node_id_5",0.15614301121006247,0.44650843529318995,0.5810476722498745,0.4032428925341258,0.07591090080624907
"node_label_6","node_id_6",0.16771181077117592,0.4940146682370531,0.6261232790938137,0.5404294629444346,0.889093387458177
"node_label_7","node_id_7",0.48692026356366147,0.14249506138887502,0.2800874663798182,0.32565147229738856,0.6735340512003911
"node_label_8","node_id_8",0.8533015383430339,0.9662664959053545,0.9503812088927511,0.2387574300707982,0.36031171835921627
"node_label_9","node_id_9",0.16648344036239815,0.8628165552672298,0.4995836610958284,0.36080223759623253,0.6466310456327543
