"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.41227388184829195,0.13643969951796553,0.11530176645726387,0.2544476304468479,0.02526750870920247
"node_label_1","node_id_1",0.32718871818870676,0.47134510626584025,0.2750727394413226,0.05310243289605365,0.5758277058726395
"node_label_2","node_id_2",0.5254137050778672,0.5781891159749791,0.5150681024222075,0.8089205621722592,0.046130256284739435
"node_label_3","node_id_3",0.2936112352114073,0.5457719556744663,0.3340377098142868,0.11883915246630672,0.1641170042700908
"node_label_4","node_id_4",0.1250111342366067,0.867008685605702,0.7305657737875003,0.43159973756169223,0.9769354662995746
"node_label_5","node_id_5",0.4295898656398127,0.552767398381669,0.49880303478374544,0.9075035978029806,0.13955321616672234
"node_label_6","node_id_6",0.33783035680315787,0.6796358911625221,0.24877594342766873,0.5010815707196294,0.9868939735948176
"node_label_7","node_id_7",0.7223280555181694,0.9392634510206948,0.6392367402228499,0.6033469959880893,0.520683569115897
"node_label_8","node_id_8",0.2585745249861535,0.9356183637395119,0.4565739123544773,0.43305247989306206,0.8477238313322585
"node_label_9","node_id_9",0.871219279944546,0.4142664845917373,0.3326456265614268,0.7721333294893532,0.6858571857840975
