"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.725055074255692,0.9701982776660486,0.9723965582776125,0.6758477545140001
"node_id_0","node_id_8","edge_id_1",0.8889638942885996,0.8724782966906396,0.7806473530158193,0.8822522983751918
"node_id_1","node_id_2","edge_id_2",0.03861238031424474,0.7525625299522397,0.2930374176063637,0.5201065054416397
"node_id_1","node_id_3","edge_id_3",0.587270459097248,0.5441239767755963,0.12342617655818211,0.4357532671308969
"node_id_1","node_id_4","edge_id_4",0.7575132423957571,0.7593676788349359,0.3352126652726637,0.5265419301068848
"node_id_1","node_id_5","edge_id_5",0.23028757853637694,0.18933902174578976,0.05243376116551235,0.5880709991060341
"node_id_2","node_id_0","edge_id_6",0.8010966746280348,0.4614746971243677,0.7044036697358294,0.12312287015890155
"node_id_2","node_id_1","edge_id_7",0.5055048001026052,0.4561109211436887,0.8436821520186564,0.7017093826637285
"node_id_2","node_id_3","edge_id_8",0.23909393084458164,0.8598363999253767,0.9932327060644287,0.30788162163965827
"node_id_2","node_id_5","edge_id_9",0.45802093151232715,0.6151708913753763,0.483541204224325,0.024250732704477085
"node_id_2","node_id_6","edge_id_10",0.9693030160323499,0.9067563055551473,0.5810423609474494,0.721322358947774
"node_id_2","node_id_7","edge_id_11",0.3689817540764674,0.8949434468861726,0.8001790674651185,0.4104208001044636
"node_id_2","node_id_8","edge_id_12",0.6768276322387949,0.09171046096529067,0.6552043708008352,0.24891762705222353
"node_id_3","node_id_1","edge_id_13",0.18833221536834588,0.9562539870012774,0.3812448243010108,0.9441998384036551
"node_id_3","node_id_2","edge_id_14",0.5118069956827059,0.5430033794055965,0.386611648475954,0.7185136940230094
"node_id_3","node_id_4","edge_id_15",0.10315796925585197,0.3212823920696949,0.7405952028171137,0.696255886117121
"node_id_4","node_id_1","edge_id_16",0.4147009197007887,0.5902435067640247,0.6280412822324066,0.9567018637239074
"node_id_4","node_id_3","edge_id_17",0.44427364720719464,0.6892677373348803,0.7923155199740914,0.9215442967499887
"node_id_4","node_id_9","edge_id_18",0.24446944196273823,0.6342397948626357,0.4691807521154052,0.36639429217445996
"node_id_5","node_id_1","edge_id_19",0.4601859909773276,0.4103059380965939,0.4520832799295158,0.23144635246515233
"node_id_5","node_id_2","edge_id_20",0.23905393592618784,0.555725037880591,0.028057224110549894,0.23863534196212888
"node_id_5","node_id_6","edge_id_21",0.9274432355771882,0.43648088421632514,0.09258289930358954,0.7191479416860111
"node_id_5","node_id_7","edge_id_22",0.07822740162000097,0.6748855661928317,0.582701484537175,0.42596708764789826
"node_id_6","node_id_2","edge_id_23",0.9613441588237064,0.618929862806003,0.5705633069047441,0.1260758719332199
"node_id_6","node_id_5","edge_id_24",0.4253756711530131,0.9011806496525706,0.5566008565075672,0.9780726409015126
"node_id_7","node_id_2","edge_id_25",0.3928170055914503,0.5982339222617764,0.09049938344051967,0.4805855196206138
"node_id_7","node_id_5","edge_id_26",0.8448889997275537,0.6454473564200569,0.20856138211281483,0.7484030743315749
"node_id_7","node_id_9","edge_id_27",0.7095080718716085,0.6679164070383866,0.14832424664402,0.3201444971069456
"node_id_8","node_id_0","edge_id_28",0.19837438648809647,0.7033315326978933,0.28298148523466493,0.9099744984089636
"node_id_8","node_id_2","edge_id_29",0.6177448927474573,0.16259667714189374,0.20063693686990736,0.34614805169221674
"node_id_9","node_id_4","edge_id_30",0.6101760437406618,0.6985831261244605,0.3112990290757235,0.4997293147868561
"node_id_9","node_id_7","edge_id_31",0.014467904639916651,0.5315207707334748,0.3173460694062724,0.10854518919246614
