"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.46275108793325004,0.21497136028569974,0.41870043522129974,0.30643954245077554,0.8383530406905635
"node_label_1","node_id_1",0.9405433887916635,0.30636802348714387,0.6897451314687809,0.8891799955860891,0.5175824281155432
"node_label_2","node_id_2",0.43513196906790763,0.6003137517401733,0.11672963547985982,0.3375308452017237,0.05234562218215488
"node_label_3","node_id_3",0.8914691560940486,0.554202637417427,0.3157132833135252,0.1745280544378639,0.15361628654044113
"node_label_4","node_id_4",0.7128812884261144,0.5733687076418851,0.4804975161553312,0.6641277409552069,0.20638287086722384
"node_label_5","node_id_5",0.4851517483545137,0.23210890140359952,0.12856312762838573,0.2981868155262911,0.5804043377634125
"node_label_6","node_id_6",0.4684883122338206,0.13115097218752092,0.30683884734276523,0.952709243256535,0.2578212992392134
"node_label_7","node_id_7",0.3838721329263468,0.25531646574437217,0.312876288592264,0.5649033966044003,0.25591871121874343
"node_label_8","node_id_8",0.3897261850658792,0.20001383355087266,0.34041393716913426,0.6558615282231288,0.693422108916451
"node_label_9","node_id_9",0.23285361525898574,0.04030496002604267,0.05722019777769893,0.42364354282471184,0.24653997073007283
