"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.6430764692347858,0.8546260511734639,0.7797044476019864,0.7155985351262154
"node_id_0","node_id_3","edge_id_1",0.8806270355669951,0.49364534907402624,0.3063914395745485,0.3992052546903464
"node_id_0","node_id_4","edge_id_2",0.10604254584653106,0.4313502924883985,0.25127398385241917,0.8349569198863549
"node_id_0","node_id_6","edge_id_3",0.01481180057728737,0.3292327669538676,0.5036359843638802,0.3648191778178077
"node_id_0","node_id_7","edge_id_4",0.6826810736166296,0.32791324500018104,0.9588248822349202,0.6015508927715829
"node_id_0","node_id_8","edge_id_5",0.4076766101939634,0.22015925771449485,0.7186916064140321,0.6286733959497796
"node_id_0","node_id_9","edge_id_6",0.7969762260035431,0.7520871352019214,0.15549850087166828,0.7857978041859104
"node_id_1","node_id_2","edge_id_7",0.8013587436000057,0.7091379194110055,0.4543148562164696,0.38055626203918014
"node_id_1","node_id_3","edge_id_8",0.2519455187736609,0.10257398539587426,0.9288424307687747,0.9375431728015882
"node_id_1","node_id_5","edge_id_9",0.4307752688517986,0.15570811951985286,0.9980921821166725,0.7586429702957486
"node_id_2","node_id_0","edge_id_10",0.6482679068042854,0.9201676253894172,0.6161964797438387,0.7938822946124362
"node_id_2","node_id_1","edge_id_11",0.29335700863850567,0.854814941493315,0.08192081268604678,0.4622273215932554
"node_id_2","node_id_5","edge_id_12",0.1995107420812927,0.1764009002678929,0.7219347768916282,0.22970397364736672
"node_id_2","node_id_6","edge_id_13",0.481142244024241,0.16188865486178916,0.37762843722943207,0.288571255195912
"node_id_2","node_id_7","edge_id_14",0.22838568190174002,0.18948190075422855,0.03146285448074837,0.829619103915704
"node_id_3","node_id_0","edge_id_15",0.03398740557669877,0.31753892331433753,0.0340851507791371,0.35290761315673536
"node_id_3","node_id_1","edge_id_16",0.40434189210421756,0.593881138099807,0.023573815531360953,0.29335782226678875
"node_id_3","node_id_4","edge_id_17",0.5068325050689589,0.3381647427921003,0.25728481032070005,0.06847395353583208
"node_id_4","node_id_0","edge_id_18",0.07763564964407044,0.7123051196143255,0.35864446823490215,0.4808392064384821
"node_id_4","node_id_3","edge_id_19",0.4146014151775709,0.3948280469236377,0.8910567016849704,0.39673823918478945
"node_id_5","node_id_1","edge_id_20",0.1897025455636021,0.27237216316097257,0.7505555375920282,0.202327304463641
"node_id_5","node_id_2","edge_id_21",0.06477714040698879,0.4183323928656374,0.258160553132213,0.41003201926524524
"node_id_5","node_id_8","edge_id_22",0.813831751783017,0.7912104180773375,0.9568063192873346,0.22263484806461098
"node_id_6","node_id_0","edge_id_23",0.8630973917530891,0.4384316068073151,0.42005053543627024,0.20787739416407136
"node_id_6","node_id_2","edge_id_24",0.3265664109912162,0.8567737225356742,0.807260804301903,0.7054264578054703
"node_id_7","node_id_0","edge_id_25",0.8097541920198603,0.16364829974071593,0.3168148674471012,0.9777518475405925
"node_id_7","node_id_2","edge_id_26",0.7793931526505083,0.4111364610945204,0.08802298185083479,0.35314420536524793
"node_id_7","node_id_9","edge_id_27",0.12531796495444636,0.2063516716017647,0.06425812759571203,0.20659229586474825
"node_id_8","node_id_0","edge_id_28",0.7562742797192737,0.03921318648024241,0.8614490786706581,0.19367308921989113
"node_id_8","node_id_5","edge_id_29",0.4985384746140311,0.8161355009109912,0.7578844146994731,0.6241099961643995
"node_id_9","node_id_0","edge_id_30",0.5619531032245714,0.48546186452042106,0.14984791735676717,0.7071120924833227
"node_id_9","node_id_7","edge_id_31",0.20463364232588266,0.594404070136128,0.42619576833187056,0.36787359274584963
