"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.0928364052135322,0.5185620320943644,0.6629286282532934,0.6483565615107585,0.31128534999168156
"node_label_1","node_id_1",0.16599960325970586,0.5230194446494035,0.9982842192736479,0.13391706733999487,0.9479291275542544
"node_label_2","node_id_2",0.5641909083894294,0.11396885436961768,0.4443545500833348,0.6779979792305403,0.6560979814799808
"node_label_3","node_id_3",0.0017437064663488044,0.48257078616171767,0.31348561575981637,0.14089459223486211,0.34020930005524574
"node_label_4","node_id_4",0.7970343241010771,0.6058631614259347,0.5379928633685551,0.30576431714499985,0.3113102403852812
"node_label_5","node_id_5",0.34306641152818074,0.5650282399985537,0.5508851136597858,0.13949242918616045,0.5930477479163079
"node_label_6","node_id_6",0.5455310003379235,0.693953349781578,0.9836529790702472,0.9224513241916618,0.45696000157083194
"node_label_7","node_id_7",0.7139041299915209,0.532762129416896,0.9771211485406167,0.045010464472999945,0.10909240833927325
"node_label_8","node_id_8",0.5098007400777698,0.7328971099597844,0.897899341868821,0.12557345921773033,0.6392355541818824
"node_label_9","node_id_9",0.0500017966931946,0.7225710457782871,0.5305451621686158,0.6027013368312973,0.5060852114743007
