"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.3172836308917686,0.1832521315834642,0.19979303673096194,0.49613495887052406
"node_id_0","node_id_3","edge_id_1",0.41243625506402803,0.9601854179203765,0.2304213716919815,0.19152798745229094
"node_id_0","node_id_4","edge_id_2",0.7253215051920363,0.6860747836747536,0.1722687223710344,0.41226393199873623
"node_id_0","node_id_5","edge_id_3",0.43452694115449975,0.09758674995962424,0.26633864182682,0.661552215311702
"node_id_0","node_id_6","edge_id_4",0.23616175725192856,0.6288477356555908,0.889593696047313,0.17912068695436856
"node_id_0","node_id_7","edge_id_5",0.6808091413556774,0.9231234189889195,0.7778505662780724,0.8549047214768941
"node_id_0","node_id_9","edge_id_6",0.9873947132495291,0.733626210694524,0.5742402599603996,0.03668243596246945
"node_id_1","node_id_2","edge_id_7",0.7625669854402786,0.6804416963966362,0.52434585124257,0.8093094803048573
"node_id_1","node_id_3","edge_id_8",0.2345833096136143,0.11950945288393167,0.2920154000984245,0.7643692078997426
"node_id_1","node_id_4","edge_id_9",0.8824218140566318,0.1669594832423047,0.15388532970158209,0.6389929909715263
"node_id_2","node_id_0","edge_id_10",0.5825746070667203,0.5749481124428159,0.7616025947467947,0.6198647702206191
"node_id_2","node_id_1","edge_id_11",0.6598023084838852,0.03349800561417626,0.4908492283734993,0.07929693695094497
"node_id_3","node_id_0","edge_id_12",0.7089169676812417,0.9755631246702641,0.9528199274411858,0.38211875165705
"node_id_3","node_id_1","edge_id_13",0.06678739047013349,0.031215830790923826,0.9152742946231899,0.9815903642474934
"node_id_4","node_id_0","edge_id_14",0.6872564313742413,0.8940049441828037,0.8815950175010466,0.14548504490494985
"node_id_4","node_id_1","edge_id_15",0.24897600391371388,0.4238643546255565,0.5334944559197047,0.9539160085868973
"node_id_4","node_id_5","edge_id_16",0.4448006634254308,0.4507471523362597,0.38940313859983544,0.6183639581166209
"node_id_4","node_id_6","edge_id_17",0.8321989690357291,0.6260236529163058,0.4652996075194272,0.8248731490318486
"node_id_4","node_id_7","edge_id_18",0.7447887839387529,0.15268338908773793,0.06417786244947365,0.9657872215881068
"node_id_4","node_id_8","edge_id_19",0.9942059602891504,0.517977240932549,0.1840814759877034,0.2673378065231422
"node_id_5","node_id_0","edge_id_20",0.9657917290053633,0.09811979012964056,0.9604241096151839,0.5558857611535424
"node_id_5","node_id_4","edge_id_21",0.03710508197462892,0.9564758025398614,0.17869969879804193,0.4153790988243794
"node_id_5","node_id_8","edge_id_22",0.8407733372478639,0.6575660076766067,0.7268001652024103,0.4129416301857164
"node_id_5","node_id_9","edge_id_23",0.17930674688113268,0.5610650522348458,0.27317410649779406,0.08842618977419314
"node_id_6","node_id_0","edge_id_24",0.08711070266834098,0.8410912835194359,0.2971945437534429,0.0717493539932531
"node_id_6","node_id_4","edge_id_25",0.7046399948551383,0.46704974618767214,0.40347129858401076,0.7320597903163895
"node_id_7","node_id_0","edge_id_26",0.26878913666331694,0.5072831315139038,0.48991032490726005,0.9299024596807285
"node_id_7","node_id_4","edge_id_27",0.31081832037906987,0.36993687381957363,0.5793109986406222,0.9461432222351137
"node_id_8","node_id_4","edge_id_28",0.7014633902237652,0.9444221026994194,0.8823137393144055,0.7167856559367017
"node_id_8","node_id_5","edge_id_29",0.2094858934383742,0.26460869304833345,0.6911286849506472,0.2910920008072285
"node_id_9","node_id_0","edge_id_30",0.3648237499646435,0.33706491614534473,0.4933408036050233,0.7468556401298051
"node_id_9","node_id_5","edge_id_31",0.8158387514159146,0.23488542509697097,0.1468664667895867,0.5724850468921575
