"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.09267569673101683,0.9410135278018665,0.9870853043054502,0.3222508651634455,0.02373165466146543
"node_label_1","node_id_1",0.13212356983802898,0.30000313382821564,0.8042351724095471,0.2052328882360871,0.8197035141642773
"node_label_2","node_id_2",0.7603989610872853,0.37567985965050943,0.7485750606478864,0.22405385750393558,0.3544222696640259
"node_label_3","node_id_3",0.7685720784579702,0.7527439337304951,0.8544780779624265,0.07148342230666371,0.9078981458708676
"node_label_4","node_id_4",0.46512375568492204,0.020294923109531182,0.15906133109747145,0.6851092311669318,0.9060898148312205
"node_label_5","node_id_5",0.6630929475597698,0.5747145673427444,0.030640796099071776,0.5216570157390907,0.06600535293759735
"node_label_6","node_id_6",0.2022356139949949,0.029931733193707566,0.4963690355862561,0.5664391137468583,0.18530685260867397
"node_label_7","node_id_7",0.16300863960730627,0.5878015086372183,0.4100451200465258,0.3450928233538274,0.8268068693859253
"node_label_8","node_id_8",0.24212904088518739,0.8891386447836322,0.2317934163873423,0.9980862341593818,0.9112260265144101
"node_label_9","node_id_9",0.24939646938346793,0.03632147515266981,0.12418931637881203,0.8482095808755827,0.9900125502346878
