"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.9475037782617071,0.5656266348097831,0.9771329901022365,0.9093272617629007,0.20837423765190366
"node_label_1","node_id_1",0.004668961797270721,0.5355318830869971,0.27767570484438475,0.870423855360433,0.8414951539005154
"node_label_2","node_id_2",0.2409293781588545,0.34284867182013357,0.8553091915526617,0.20790595263909517,0.23406942606556347
"node_label_3","node_id_3",0.8854697972314721,0.9406961429873796,0.5165205276742041,0.8463511156896525,0.21414897191074334
"node_label_4","node_id_4",0.5873891853555536,0.9341041030882647,0.44883631006793323,0.10232118192701622,0.2779514577800758
"node_label_5","node_id_5",0.4468844861888669,0.3445096889958381,0.6195269314356785,0.42104399891819877,0.6421795868958707
"node_label_6","node_id_6",0.6497680240286363,0.9416964572937961,0.1280723615611854,0.9295054112620228,0.4518931497565153
"node_label_7","node_id_7",0.33497081774344584,0.23710477604809388,0.5526630031364411,0.5957867780305803,0.6387416860157946
"node_label_8","node_id_8",0.6897078882536372,0.5873317163649042,0.6654840385684851,0.4749578333325366,0.29973654430345176
"node_label_9","node_id_9",0.9326356514420722,0.5383521894034723,0.9738106039107974,0.08561546025216482,0.9937609908837932
