"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.2081094139616605,0.4180366871355279,0.0949124715868579,0.6306436394933586,0.6881933769877416
"node_label_1","node_id_1",0.4040098996829443,0.8610447050977871,0.5855083434270838,0.579757993154766,0.262005111473803
"node_label_2","node_id_2",0.4678254124017476,0.6631588924344227,0.8950289329384017,0.9232102284201615,0.8472544461959545
"node_label_3","node_id_3",0.5946594030358763,0.893588846505903,0.5134237366265542,0.13165266780976004,0.9265328263765759
"node_label_4","node_id_4",0.600149450630981,0.8712919502712585,0.29416958575526175,0.5230454214329577,0.6342693310058293
"node_label_5","node_id_5",0.027426799752597764,0.2501327800937575,0.236353128016492,0.7767359503241039,0.007478139065991818
"node_label_6","node_id_6",0.3755839909730473,0.7248546593150221,0.19575229322831122,0.21019014647669765,0.3600322301624115
"node_label_7","node_id_7",0.7958097699867377,0.8158760989796233,0.10476765028229551,0.5829372507414123,0.9241135064811979
"node_label_8","node_id_8",0.8665533433756673,0.3880291487327078,0.7138885662736503,0.19770449966702208,0.30202872790274493
"node_label_9","node_id_9",0.3626830479630243,0.9953331289440804,0.8946268995931457,0.7168355043734532,0.8455684299715616
