"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.24148626876889057,0.4173068502455002,0.02429956820333279,0.10440329901394818
"node_id_0","node_id_3","edge_id_1",0.018506005229578126,0.11127031389905173,0.323444832616528,0.3355822054368687
"node_id_0","node_id_4","edge_id_2",0.10177349023389137,0.9609441101638196,0.9609570161272464,0.18760938563952423
"node_id_0","node_id_6","edge_id_3",0.5453453785681486,0.5113332112764201,0.4160344990424303,0.1262711714064949
"node_id_1","node_id_2","edge_id_4",0.6972154333916041,0.12110538777764335,0.5191707967210055,0.9967581844420086
"node_id_1","node_id_4","edge_id_5",0.5149251903646326,0.8375873408676014,0.41297477321643095,0.08961494223340838
"node_id_1","node_id_5","edge_id_6",0.5749337773705328,0.36207430338613034,0.46775393528065,0.7790020732932361
"node_id_1","node_id_7","edge_id_7",0.800773535368177,0.818013793146036,0.07277386287355214,0.8961731287176257
"node_id_2","node_id_0","edge_id_8",0.8765879785674814,0.7962374484270311,0.28154248299894946,0.832904420974158
"node_id_2","node_id_1","edge_id_9",0.8986379142703125,0.43739265539162564,0.9746903163206929,0.5698168766494697
"node_id_2","node_id_3","edge_id_10",0.3833899001885981,0.7117917738857047,0.612531592949232,0.9672371852101881
"node_id_2","node_id_8","edge_id_11",0.4520600222403387,0.5982915263927485,0.42139928514621483,0.1904620499368791
"node_id_3","node_id_0","edge_id_12",0.9524765852160926,0.2735504185976382,0.37599151124173147,0.9918706115705562
"node_id_3","node_id_2","edge_id_13",0.9625642692709923,0.5141172066368098,0.16495891552693864,0.5059403104873668
"node_id_3","node_id_5","edge_id_14",0.8611089396660493,0.5930827471505038,0.6100433210048133,0.2743920558880888
"node_id_3","node_id_6","edge_id_15",0.5568643454903749,0.20099292900797017,0.5525005055645946,0.7605695172561732
"node_id_3","node_id_7","edge_id_16",0.842634834897497,0.164425651417063,0.36469914583459606,0.5448254484256443
"node_id_3","node_id_8","edge_id_17",0.016963191966611446,0.8257763909431436,0.9737278836428503,0.2821544732166923
"node_id_3","node_id_9","edge_id_18",0.479541688255267,0.8127787863026226,0.3330314993007777,0.6861410542482717
"node_id_4","node_id_0","edge_id_19",0.7891631406266719,0.07947539499117706,0.9019636502977106,0.48752099635523705
"node_id_4","node_id_1","edge_id_20",0.5499167031668314,0.6114379857910096,0.398674526775356,0.532037827283138
"node_id_4","node_id_9","edge_id_21",0.4540717861482346,0.2741483998895111,0.3342476184704828,0.9166349463492446
"node_id_5","node_id_1","edge_id_22",0.35420530987949583,0.5305221933547903,0.5617613434650326,0.6935851387569204
"node_id_5","node_id_3","edge_id_23",0.8099374950070288,0.09316365398634885,0.2031008905903584,0.08241610018497403
"node_id_6","node_id_0","edge_id_24",0.02088687161160996,0.08193478840652912,0.6432484308561617,0.9266475674438013
"node_id_6","node_id_3","edge_id_25",0.5612007232273885,0.5346712870097362,0.7631837706075945,0.4803016337320447
"node_id_7","node_id_1","edge_id_26",0.06203879188982819,0.6852473264716594,0.7652906641860371,0.5063450171887779
"node_id_7","node_id_3","edge_id_27",0.26438679764056294,0.3381242975339407,0.9769514113402528,0.32109084309997404
"node_id_8","node_id_2","edge_id_28",0.7363825782881864,0.13224140846837396,0.8731294219283968,0.36169853527647744
"node_id_8","node_id_3","edge_id_29",0.5017161922091201,0.7667681193135573,0.1232159158006716,0.00456776630522393
"node_id_9","node_id_3","edge_id_30",0.11929043803225592,0.6348838420305157,0.15525635106554703,0.46929539635790385
"node_id_9","node_id_4","edge_id_31",0.6715547248913021,0.3971357000025205,0.9962462515501646,0.1333351360291074
