"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.28505363009262175,0.14214861808344192,0.28212929480629123,0.4329013398256292,0.2178511260460606
"node_label_1","node_id_1",0.7278140737576695,0.5330481360506836,0.014171900051744624,0.8549607593153017,0.7343382956467662
"node_label_2","node_id_2",0.7477933745978512,0.3202525773203919,0.8894408089179834,0.9913536054974695,0.9415575160035404
"node_label_3","node_id_3",0.8134296626841008,0.9730608676219561,0.7006599357417995,0.24366517021375267,0.09230640831075965
"node_label_4","node_id_4",0.18904478447921602,0.3044825563447059,0.5214706644611314,0.09647767667814344,0.4784881275990077
"node_label_5","node_id_5",0.11469235661377664,0.6741259101164583,0.38821287130518367,0.6544452940111971,0.17561623258008974
"node_label_6","node_id_6",0.6603398110301212,0.5857232967263214,0.637092765890994,0.47377839736747773,0.7813098903600689
"node_label_7","node_id_7",0.21067305836134398,0.6302121197255653,0.10189612407075888,0.6824750875410545,0.11935061263749558
"node_label_8","node_id_8",0.20259039555540248,0.4869507237036603,0.34973001352411104,0.7244801353452357,0.7865785718721154
"node_label_9","node_id_9",0.05956996957538385,0.9282392149857833,0.5541682249479513,0.07418653629541372,0.8873206499575493
