"from","to","id","edge_attr_0","edge_attr_1","edge_attr_2","edge_attr_3"
"node_id_0","node_id_2","edge_id_0",0.9319174902278625,0.4573843489076448,0.46765473313942485,0.9308442300644791
"node_id_1","node_id_2","edge_id_1",0.6033611892104734,0.6068196473892966,0.6660607665559444,0.31426041272934746
"node_id_1","node_id_3","edge_id_2",0.859673704579461,0.42624608544938003,0.047589733328898376,0.7394953271791908
"node_id_1","node_id_4","edge_id_3",0.03103751897503182,0.3914980834621543,0.9291281016374435,0.48833230856216014
"node_id_1","node_id_5","edge_id_4",0.051124379677284226,0.3437971900434794,0.8260486518824108,0.6607476280179606
"node_id_1","node_id_6","edge_id_5",0.5954141814598323,0.8111462384110817,0.9410359752401064,0.0310059390589148
"node_id_1","node_id_9","edge_id_6",0.41772242108527324,0.8182559457838451,0.5856234948332518,0.21666752731779826
"node_id_2","node_id_0","edge_id_7",0.06666572311188834,0.5252639112318938,0.7344989819191358,0.19255422104255282
"node_id_2","node_id_1","edge_id_8",0.8001043875341242,0.8083715234628248,0.14938082024246357,0.45742588910406257
"node_id_2","node_id_3","edge_id_9",0.549033642830801,0.8059828670876628,0.5039106118403953,0.5564472115367106
"node_id_2","node_id_5","edge_id_10",0.41346339240310015,0.47331139846135395,0.46033187304058176,0.39488502019560867
"node_id_2","node_id_6","edge_id_11",0.2809846174014795,0.5025616231708712,0.5247372007316554,0.909819164540303
"node_id_2","node_id_7","edge_id_12",0.7019448152636207,0.8154055216209011,0.8241474166540801,0.8730394155989423
"node_id_3","node_id_1","edge_id_13",0.05692944649499909,0.6241708393825696,0.1190634809913369,0.9756856503534849
"node_id_3","node_id_2","edge_id_14",0.24084633374817666,0.5656543340743164,0.3550316573775407,0.26138014533493226
"node_id_3","node_id_4","edge_id_15",0.08543123657436069,0.6460995809564902,0.5802238078447403,0.49518452736192087
"node_id_4","node_id_1","edge_id_16",0.7214125996536829,0.43202263381791106,0.9971585816751023,0.8384415891287902
"node_id_4","node_id_3","edge_id_17",0.6150008505831851,0.5271695578250338,0.810940053758532,0.3758351435004931
"node_id_4","node_id_8","edge_id_18",0.5157519151905818,0.5848583215188037,0.04105372471329116,0.8441991308851324
"node_id_4","node_id_9","edge_id_19",0.19267322379438157,0.679865926658736,0.05240010023840014,0.43013661463462205
"node_id_5","node_id_1","edge_id_20",0.9487692168719941,0.4201661711259149,0.31001211523331873,0.14591930278605159
"node_id_5","node_id_2","edge_id_21",0.5645056763631986,0.8904010397441671,0.5229195364391729,0.16625903520495833
"node_id_5","node_id_7","edge_id_22",0.858366134826795,0.6675282783678064,0.5111881630207623,0.6532418401472712
"node_id_5","node_id_8","edge_id_23",0.2208493152812716,0.2037003785156375,0.6919519569695758,0.8714937830296602
"node_id_6","node_id_1","edge_id_24",0.9928736595031977,0.052843236751716316,0.8571875637869226,0.9453892212920517
"node_id_6","node_id_2","edge_id_25",0.0648913510205642,0.37206659829423816,0.43251757850618533,0.41380113147998443
"node_id_7","node_id_2","edge_id_26",0.4490228847921621,0.5646663887996699,0.7016942847581187,0.04625663400944735
"node_id_7","node_id_5","edge_id_27",0.2168621830436379,0.021021141403177346,0.9632755377436909,0.0630152765698192
"node_id_8","node_id_4","edge_id_28",0.9658356552216193,0.7818961010053684,0.4971123000776161,0.5002853960371432
"node_id_8","node_id_5","edge_id_29",0.5110964763301022,0.4670031492008282,0.48329488202641,0.6598356537895154
"node_id_9","node_id_1","edge_id_30",0.35541499052352254,0.6413964754393259,0.7526626426075266,0.3516785031566736
"node_id_9","node_id_4","edge_id_31",0.6368107403356725,0.29434632116181136,0.1836799898326491,0.19212395830812645
