"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.47936449122381986,0.5940193363666576,0.7692576085351207,0.594293920589366,0.5001565055793027
"node_label_1","node_id_1",0.9007910462566431,0.37567279523813,0.7533165240633539,0.6799492806412505,0.16550543721839084
"node_label_2","node_id_2",0.3044256327280046,0.8648285278603142,0.14325490853311573,0.446513308532142,0.27914757649989363
"node_label_3","node_id_3",0.7462172222434862,0.1315604619297024,0.20649809139955722,0.423670991653631,0.12205386352939274
"node_label_4","node_id_4",0.9775219690149302,0.15573066983343975,0.2891390369644671,0.8294372747541499,0.3008501349810725
"node_label_5","node_id_5",0.5744135005022991,0.6371668333130874,0.3281327202010348,0.9263983926988444,0.12277846324653918
"node_label_6","node_id_6",0.9054195093595889,0.40105392198470324,0.38809886213974876,0.4808825939452982,0.09187817615968741
"node_label_7","node_id_7",0.4532732870880972,0.011187448766766028,0.7247850988456421,0.8561571226991586,0.6943071231342208
"node_label_8","node_id_8",0.2889660133627594,0.8088733204377535,0.9817641244240491,0.6154255084304892,0.7235443224037176
"node_label_9","node_id_9",0.4928214877385636,0.8710506848498839,0.9937776351887494,0.11449527051922981,0.01758490286886938
