"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.30548196033109287,0.9118752130638647,0.13293082737127315,0.429862856925621,0.026917976152698864
"node_label_1","node_id_1",0.6027011366550092,0.5549218081320825,0.6813893121715562,0.08358352915101541,0.6637679574639939
"node_label_2","node_id_2",0.16063975777514516,0.33234015034628794,0.9193697657764235,0.34944323593381554,0.36178776185730577
"node_label_3","node_id_3",0.3109048827878558,0.1905104816121327,0.15084638796902505,0.4568722572484173,0.19917604109199238
"node_label_4","node_id_4",0.873914857264754,0.5674898993028289,0.984883392600401,0.2684782818178302,0.6863640274424309
"node_label_5","node_id_5",0.5627178744010517,0.7025543898714706,0.819555449784702,0.6414476441520739,0.18147076275304042
"node_label_6","node_id_6",0.7373929275271766,0.8271495861618988,0.8859267815539359,0.8579741754047429,0.5375845949143041
"node_label_7","node_id_7",0.0606245356785724,0.4335944802542885,0.7968839856510914,0.8287651831364944,0.7968035906042559
"node_label_8","node_id_8",0.933777512112641,0.6289768665612757,0.8098789033433494,0.32876705486048996,0.3265292629934142
"node_label_9","node_id_9",0.452713481584577,0.2637516478813522,0.3715999674198305,0.5682531953114309,0.4523669784940437
