"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.33110833419896557,0.4620639157062959,0.05426209607366328,0.4790881366466381,0.1994904038704498
"node_label_1","node_id_1",0.4588225162838798,0.3275539114162169,0.4518546334661646,0.4308308605273543,0.21287637672317805
"node_label_2","node_id_2",0.7455309716234397,0.8154410558504018,0.4501683675399888,0.21408779871407146,0.4917211344825503
"node_label_3","node_id_3",0.2503091943174143,0.5915259356609643,0.18585443713936434,0.3579288349222589,0.3114335380604599
"node_label_4","node_id_4",0.484350454801175,0.8655410016779402,0.1979336439881909,0.1289414972539259,0.8247339581275116
"node_label_5","node_id_5",0.9997868014677822,0.05929830115775048,0.85357312695834,0.5473113036375591,0.17257731124427822
"node_label_6","node_id_6",0.040853786738732856,0.9929966201623747,0.2688107075360754,0.6841963951613224,0.37053977488397005
"node_label_7","node_id_7",0.5590834943225406,0.5196502366628416,0.11271987503882452,0.7236941393795775,0.3827187851698286
"node_label_8","node_id_8",0.7794756208277263,0.981689631617546,0.7304908022575307,0.24616651808109435,0.5195318051857954
"node_label_9","node_id_9",0.5841997879017304,0.11830196083746991,0.12901274826373954,0.4094501216150982,0.37123548074631185
