"label","id","node_feature_0","node_feature_1","node_feature_2","node_feature_3","node_feature_4"
"node_label_0","node_id_0",0.4916447050048083,0.5484380392348119,0.4309595407309854,0.08222952545121243,0.22530022463164867
"node_label_1","node_id_1",0.5366670950105643,0.6456027551644691,0.03670906819112363,0.5458616765942876,0.5897905895685689
"node_label_2","node_id_2",0.04576937673860393,0.8956429245354739,0.2657592696506035,0.5910256911704271,0.07831974438431966
"node_label_3","node_id_3",0.16823420088184637,0.4667258843453117,0.8810159802668466,0.583645870031555,0.3384198070864769
"node_label_4","node_id_4",0.18264379496200278,0.4738419239778532,0.5585856686473119,0.9076144399031664,0.6453324430383826
"node_label_5","node_id_5",0.6820854865506322,0.6227384405692508,0.6734191441766147,0.3833194076168148,0.6494869238704842
"node_label_6","node_id_6",0.8276387140633632,0.7348569525031026,0.11506542437741496,0.42522164804843654,0.26230718380069895
"node_label_7","node_id_7",0.4498639339712357,0.4773970136030323,0.3122370664783709,0.841481349138901,0.6994416481424258
"node_label_8","node_id_8",0.5245542352512225,0.27042316197624217,0.32638561103869246,0.48556582573300966,0.03658829130935071
"node_label_9","node_id_9",0.8691063133787941,0.9972273377436724,0.6646997383332579,0.8126880487495602,0.09929234668865472
